date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:06:05	45197/45197	---M-Z	200	added ('OK')	text/javascript	etag:%22fff3c2095f79cfa237482fb87c8033e9%22	https://assets10.freshdesk.com/assets/cdn/prism-841b9ba9ca7f9e1bc3cdfdd4583524f65913717a3ab77714a45dd2921531a402.js	C:/My%20Web%20Sites/Database/assets10.freshdesk.com/assets/cdn/prism-841b9ba9ca7f9e1bc3cdfdd4583524f65913717a3ab77714a45dd2921531a402.js	(from https://help.leadconnectorhq.com/support/home)
15:06:05	2498/2498	---M--	200	added ('OK')	image/png	etag:%2292b8efb77922eea7589722b0e365883a%22	https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/155031488903/logo/W6IZsuUjIIDJkqMExT4DsHfGY0UAV20K1Q.png	C:/My%20Web%20Sites/Database/s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/155031488903/logo/W6IZsuUjIIDJkqMExT4DsHfGY0UAV20K1Q.png	(from https://help.leadconnectorhq.com/support/home)
15:06:05	353/353	---MC-	302	error ('Found')	text/html	date:Fri,%2002%20Jan%202026%2021:06:06%20GMT	https://help.leadconnectorhq.com/support/login	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/login	(from https://help.leadconnectorhq.com/support/home)
15:06:06	18632/18632	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:07%20GMT	https://help.leadconnectorhq.com/support/signup	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/signup.html	(from https://help.leadconnectorhq.com/support/home)
15:06:07	30249/30249	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:07%20GMT	https://help.leadconnectorhq.com/support/tickets/new	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/tickets/new.html	(from https://help.leadconnectorhq.com/support/home)
15:06:07	104/104	---MC-	302	error ('Found')	text/html	date:Fri,%2002%20Jan%202026%2021:06:07%20GMT	https://help.leadconnectorhq.com/support/tickets	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/tickets	(from https://help.leadconnectorhq.com/support/home)
15:06:07	112/112	---MC-	302	error ('Found')	text/html	date:Fri,%2002%20Jan%202026%2021:06:08%20GMT	https://help.leadconnectorhq.com/login	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/login	(from https://help.leadconnectorhq.com/support/home)
15:06:07	19534/19534	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:08%20GMT	https://help.leadconnectorhq.com/support/login	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/login.html	(from https://help.leadconnectorhq.com/support/home)
15:06:08	19917/19917	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:09%20GMT	https://help.leadconnectorhq.com/support/solutions/48000454531	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/48000454531.html	(from https://help.leadconnectorhq.com/support/home)
15:06:09	17416/17416	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:09%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/48000682811	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/48000682811.html	(from https://help.leadconnectorhq.com/support/home)
15:06:09	20422/20422	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:10%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/48001202926-how-to-connect-your-google-my-business-gmb-	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/48001202926-how-to-connect-your-google-my-business-gmb-.html	(from https://help.leadconnectorhq.com/support/home)
15:06:10	20424/20424	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:10%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000000463	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000000463.html	(from https://help.leadconnectorhq.com/support/home)
15:06:10	20345/20345	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:11%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000001730-leadconnector-mobile-app-quick-start-guide	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000001730-leadconnector-mobile-app-quick-start-guide.html	(from https://help.leadconnectorhq.com/support/home)
15:06:10	20329/20329	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:11%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000001731-managing-conversations-quick-start-guide	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000001731-managing-conversations-quick-start-guide.html	(from https://help.leadconnectorhq.com/support/home)
15:06:11	20298/20298	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:12%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000001732-the-marketing-area-quick-start-guide	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000001732-the-marketing-area-quick-start-guide.html	(from https://help.leadconnectorhq.com/support/home)
15:06:12	20291/20291	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:13%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000001733-managing-payments-quick-start-guide	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000001733-managing-payments-quick-start-guide.html	(from https://help.leadconnectorhq.com/support/home)
15:06:12	20322/20322	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:13%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000001734-reputation-management-quick-start-guide	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000001734-reputation-management-quick-start-guide.html	(from https://help.leadconnectorhq.com/support/home)
15:06:13	18175/18175	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:14%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000000544	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000000544.html	(from https://help.leadconnectorhq.com/support/home)
15:06:13	30922/30922	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:14%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000002216-using-google-gmail-google-workspace-as-your-smtp-provider	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000002216-using-google-gmail-google-workspace-as-your-smtp-provider.html	(from https://help.leadconnectorhq.com/support/home)
15:06:14	27419/27419	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:15%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000004976-limitation-of-using-smtp-when-emails-are-not-sending	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000004976-limitation-of-using-smtp-when-emails-are-not-sending.html	(from https://help.leadconnectorhq.com/support/home)
15:06:14	17549/17549	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:15%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000001115	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000001115.html	(from https://help.leadconnectorhq.com/support/home)
15:06:15	68904/68904	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:16%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000004861-troubleshooting-guide-connecting-your-domain	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000004861-troubleshooting-guide-connecting-your-domain.html	(from https://help.leadconnectorhq.com/support/home)
15:06:15	16934/16934	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:16%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000001323	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000001323.html	(from https://help.leadconnectorhq.com/support/home)
15:06:16	16994/16994	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:17%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000001324	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000001324.html	(from https://help.leadconnectorhq.com/support/home)
15:06:17	16969/16969	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:18%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000001325	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000001325.html	(from https://help.leadconnectorhq.com/support/home)
15:06:17	16955/16955	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:18%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000001326	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000001326.html	(from https://help.leadconnectorhq.com/support/home)
15:06:18	16894/16894	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:19%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000001327	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000001327.html	(from https://help.leadconnectorhq.com/support/home)
15:06:18	18623/18623	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:19%20GMT	https://help.leadconnectorhq.com/support/solutions/155000000111	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/155000000111.html	(from https://help.leadconnectorhq.com/support/home)
15:06:19	17480/17480	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:20%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000000549	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000000549.html	(from https://help.leadconnectorhq.com/support/home)
15:06:20	57383/57383	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:20%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000002256-ai-prompting-101	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000002256-ai-prompting-101.html	(from https://help.leadconnectorhq.com/support/home)
15:06:20	23448/23448	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:21%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000000765	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000000765.html	(from https://help.leadconnectorhq.com/support/home)
15:06:21	25658/25658	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:21%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000003060-appointment-booking-conversation-ai-workflow-action	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000003060-appointment-booking-conversation-ai-workflow-action.html	(from https://help.leadconnectorhq.com/support/home)
15:06:21	39223/39223	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:22%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000003842-response-info-for-your-ai-message	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000003842-response-info-for-your-ai-message.html	(from https://help.leadconnectorhq.com/support/home)
15:06:21	42629/42629	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:22%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000003847-add-contact-info-for-your-bot	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000003847-add-contact-info-for-your-bot.html	(from https://help.leadconnectorhq.com/support/home)
15:06:22	36282/36282	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:23%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000003876-trigger-a-workflow-within-conversation-ai	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000003876-trigger-a-workflow-within-conversation-ai.html	(from https://help.leadconnectorhq.com/support/home)
15:06:23	27954/27954	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:23%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000003892-bot-goals-feature-conversation-ai-v2-complete-guide	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000003892-bot-goals-feature-conversation-ai-v2-complete-guide.html	(from https://help.leadconnectorhq.com/support/home)
15:06:23	21231/21231	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:24%20GMT	https://help.leadconnectorhq.com/support/solutions/48000454530	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/48000454530.html	(from https://help.leadconnectorhq.com/support/home)
15:06:24	23355/23355	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:24%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/48000682655	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/48000682655.html	(from https://help.leadconnectorhq.com/support/home)
15:06:24	20288/20288	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:25%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/48001202186-how-to-set-up-a-paypal-integration	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/48001202186-how-to-set-up-a-paypal-integration.html	(from https://help.leadconnectorhq.com/support/home)
15:06:25	108826/108826	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:25%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/48001225940-what-is-listed-on-the-subscriptions-page-	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/48001225940-what-is-listed-on-the-subscriptions-page-.html	(from https://help.leadconnectorhq.com/support/home)
15:06:25	43189/43189	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:26%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/48001229612-using-apple-pay-and-google-pay	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/48001229612-using-apple-pay-and-google-pay.html	(from https://help.leadconnectorhq.com/support/home)
15:06:26	75839/75839	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:26%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/48001234317-authorize-net-integration-for-processing-payments	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/48001234317-authorize-net-integration-for-processing-payments.html	(from https://help.leadconnectorhq.com/support/home)
15:06:26	48072/48072	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:27%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/48001235961-auto-payments-in-recurring-templates	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/48001235961-auto-payments-in-recurring-templates.html	(from https://help.leadconnectorhq.com/support/home)
15:06:27	17650/17650	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:27%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000001302	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000001302.html	(from https://help.leadconnectorhq.com/support/home)
15:06:27	37352/37352	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:28%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000006216-how-to-view-all-chart-of-accounts-within-the-xero-integration-	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000006216-how-to-view-all-chart-of-accounts-within-the-xero-integration-.html	(from https://help.leadconnectorhq.com/support/home)
15:06:28	17026/17026	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:28%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000001303	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000001303.html	(from https://help.leadconnectorhq.com/support/home)
15:06:28	16926/16926	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:29%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000001304	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000001304.html	(from https://help.leadconnectorhq.com/support/home)
15:06:29	17592/17592	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:29%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000001305	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000001305.html	(from https://help.leadconnectorhq.com/support/home)
15:06:29	28496/28496	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:30%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000004885-coupon-application-on-subscription-products	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000004885-coupon-application-on-subscription-products.html	(from https://help.leadconnectorhq.com/support/home)
15:06:30	18817/18817	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:30%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000001306	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000001306.html	(from https://help.leadconnectorhq.com/support/home)
15:06:30	30843/30843	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:31%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000007178-guide-setting-up-the-quickbooks-integration	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000007178-guide-setting-up-the-quickbooks-integration.html	(from https://help.leadconnectorhq.com/support/home)
15:06:31	25379/25379	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:31%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000007179-guide-wave-integration	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000007179-guide-wave-integration.html	(from https://help.leadconnectorhq.com/support/home)
15:06:31	41960/41960	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:32%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000007180-guide-xero-integration	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000007180-guide-xero-integration.html	(from https://help.leadconnectorhq.com/support/home)
15:06:32	19475/19475	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:33%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/155000001420	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/155000001420.html	(from https://help.leadconnectorhq.com/support/home)
15:06:33	27187/27187	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:33%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000006982-how-to-track-gift-card-performance-analytics-metric-tracking-	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000006982-how-to-track-gift-card-performance-analytics-metric-tracking-.html	(from https://help.leadconnectorhq.com/support/home)
15:06:33	52508/52508	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:34%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000006954-getting-started-with-gift-cards	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000006954-getting-started-with-gift-cards.html	(from https://help.leadconnectorhq.com/support/home)
15:06:33	56468/56468	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:34%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000006985-how-to-sell-gift-cards	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000006985-how-to-sell-gift-cards.html	(from https://help.leadconnectorhq.com/support/home)
15:06:34	50236/50236	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:35%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000006988-how-to-send-gift-cards	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000006988-how-to-send-gift-cards.html	(from https://help.leadconnectorhq.com/support/home)
15:06:34	21579/21579	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:35%20GMT	https://help.leadconnectorhq.com/support/solutions/48000454554	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/48000454554.html	(from https://help.leadconnectorhq.com/support/home)
15:06:35	20184/20184	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:36%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/48000683114	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/48000683114.html	(from https://help.leadconnectorhq.com/support/home)
15:06:35	43577/43577	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:36%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/48001204688-how-to-point-your-domains-or-subdomains-to-your-wordpress-site	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/48001204688-how-to-point-your-domains-or-subdomains-to-your-wordpress-site.html	(from https://help.leadconnectorhq.com/support/home)
15:06:36	76157/76157	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:37%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/48001237381-wordpress-adding-domains-for-your-site	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/48001237381-wordpress-adding-domains-for-your-site.html	(from https://help.leadconnectorhq.com/support/home)
15:06:36	63870/63870	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:37%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000002548-how-to-add-domains-in-the-wordpress-dashboard	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000002548-how-to-add-domains-in-the-wordpress-dashboard.html	(from https://help.leadconnectorhq.com/support/home)
15:06:37	48305/48305	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:38%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000005141-ssh-access-and-ssh-keys-management-on-your-wordpress-hosting	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000005141-ssh-access-and-ssh-keys-management-on-your-wordpress-hosting.html	(from https://help.leadconnectorhq.com/support/home)
15:06:37	30797/30797	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:38%20GMT	https://help.leadconnectorhq.com/support/solutions/articles/155000005586-wordpress-leadconnector-plugin-all-you-need-to-know	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/articles/155000005586-wordpress-leadconnector-plugin-all-you-need-to-know.html	(from https://help.leadconnectorhq.com/support/home)
15:06:38	18204/18204	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2021:06:39%20GMT	https://help.leadconnectorhq.com/support/solutions/folders/48000683803	C:/My%20Web%20Sites/Database/help.leadconnectorhq.com/support/solutions/folders/48000683803.html	(from https://help.leadconnectorhq.com/support/home)
